time,frequency,confidence
5.825,264.1,1.0
5.83,266.24,1.0
5.835,268.36,1.0
5.84,269.38,1.0
5.845,268.82,1.0
5.85,272.0,1.0
5.855,273.01,1.0
5.86,273.66,1.0
5.865,274.95,1.0
5.87,274.96,1.0
5.875,274.17,1.0
5.88,275.38,1.0
5.885,275.29,1.0
5.89,276.75,1.0
5.895,277.48,1.0
5.9,278.67,1.0
5.905,279.49,1.0
5.91,280.43,1.0
5.915,279.98,1.0
5.92,284.94,1.0
5.925,289.66,1.0
5.93,289.81,1.0
5.935,289.32,1.0
5.94,288.47,1.0
5.945,288.96,1.0
5.95,289.09,1.0
5.955,289.63,1.0
5.96,289.87,1.0
5.965,290.48,1.0
5.97,291.2,1.0
5.975,290.8,1.0
5.98,289.74,1.0
5.985,290.61,1.0
5.99,289.66,1.0
5.995,287.49,1.0
6.0,287.5,1.0
6.005,287.22,1.0
6.01,286.74,1.0
6.015,286.71,1.0
6.02,285.13,1.0
6.025,285.53,1.0
6.03,284.64,1.0
6.035,285.23,1.0
6.04,285.13,1.0
6.045,285.7,1.0
6.05,286.99,1.0
6.055,284.17,1.0
6.06,281.66,1.0
6.065,282.56,1.0
6.07,279.79,1.0
6.075,280.23,1.0
6.08,279.02,1.0
6.085,229.09,1.0
6.09,230.1,1.0
6.095,239.11,1.0
6.1,265.6,1.0
6.105,275.61,1.0
6.11,280.57,1.0
6.115,287.4,1.0
6.12,285.78,1.0
6.125,282.92,1.0
6.13,280.51,1.0
6.135,288.37,1.0
6.14,287.41,1.0
6.145,287.23,1.0
6.15,277.37,1.0
6.155,280.01,1.0
6.16,289.61,1.0
6.165,285.8,1.0
6.17,275.79,1.0
6.175,271.26,1.0
6.18,267.17,1.0
6.185,281.32,1.0
6.19,276.96,1.0
6.195,259.16,1.0
6.2,259.4,1.0
6.205,259.07,1.0
6.21,244.27,1.0
6.215,271.41,1.0
6.22,273.21,1.0
6.225,219.09,1.0
6.23,197.21,1.0
6.235,135.41,1.0
6.24,154.2,1.0
6.245,190.73,1.0
6.25,333.98,1.0
6.255,498.85,1.0
6.26,502.84,1.0
6.265,478.8,1.0
6.27,479.97,1.0
6.275,478.11,1.0
6.28,469.54,1.0
6.285,474.73,1.0
6.29,477.73,1.0
6.295,481.32,1.0
6.3,483.39,1.0
6.305,483.78,1.0
6.31,485.6,1.0
6.315,487.1,1.0
6.32,488.28,1.0
6.325,487.13,1.0
6.33,485.52,1.0
6.335,484.13,1.0
6.34,485.88,1.0
6.345,484.86,1.0
6.35,485.24,1.0
6.355,484.47,1.0
6.36,482.47,1.0
6.365,482.95,1.0
6.37,482.7,1.0
6.375,483.15,1.0
6.38,483.99,1.0
6.385,484.79,1.0
6.39,480.93,1.0
6.395,480.92,1.0
6.4,480.62,1.0
6.405,479.7,1.0
6.41,480.32,1.0
6.415,479.29,1.0
6.42,479.77,1.0
6.425,481.49,1.0
6.43,482.21,1.0
6.435,478.05,1.0
6.44,481.66,1.0
6.445,481.99,1.0
6.45,482.8,1.0
6.455,482.32,1.0
6.46,481.36,1.0
6.465,480.96,1.0
6.47,481.36,1.0
6.475,481.82,1.0
6.48,480.38,1.0
6.485,481.49,1.0
6.49,479.97,1.0
6.495,480.97,1.0
6.5,478.9,1.0
6.505,480.65,1.0
6.51,479.79,1.0
6.515,480.39,1.0
6.52,480.24,1.0
6.525,480.22,1.0
6.53,480.53,1.0
6.535,479.44,1.0
6.54,480.67,1.0
6.545,479.88,1.0
6.55,480.76,1.0
6.555,480.72,1.0
6.56,482.19,1.0
6.565,482.79,1.0
6.57,481.06,1.0
6.575,483.56,1.0
6.58,482.42,1.0
6.585,483.71,1.0
6.59,483.78,1.0
6.595,484.61,1.0
6.6,484.3,1.0
6.605,481.11,1.0
6.61,480.08,1.0
6.615,480.86,1.0
6.62,477.43,1.0
6.625,478.35,1.0
6.63,477.81,1.0
6.635,479.84,1.0
6.64,480.36,1.0
6.645,477.69,1.0
6.65,480.47,1.0
6.655,481.03,1.0
6.66,480.99,1.0
6.665,481.26,1.0
6.67,480.07,1.0
6.675,480.84,1.0
6.68,481.47,1.0
6.685,480.56,1.0
6.69,480.22,1.0
6.695,480.75,1.0
6.7,480.7,1.0
6.705,481.94,1.0
6.71,481.65,1.0
6.715,482.27,1.0
6.72,480.52,1.0
6.725,477.8,1.0
6.73,478.03,1.0
6.735,479.57,1.0
6.74,479.4,1.0
6.745,479.01,1.0
6.75,482.48,1.0
6.755,480.91,1.0
6.76,479.99,1.0
6.765,478.61,1.0
6.77,481.46,1.0
6.775,482.69,1.0
6.78,481.89,1.0
6.785,482.0,1.0
6.79,483.31,1.0
6.795,483.09,1.0
6.8,484.93,1.0
6.805,485.06,1.0
6.81,483.38,1.0
6.815,481.79,1.0
6.82,482.27,1.0
6.825,483.87,1.0
6.83,484.44,1.0
6.835,483.83,1.0
6.84,483.5,1.0
6.845,484.11,1.0
6.85,484.24,1.0
6.855,485.21,1.0
6.86,484.87,1.0
6.865,483.57,1.0
6.87,483.2,1.0
6.875,483.55,1.0
6.88,483.09,1.0
6.885,484.94,1.0
6.89,483.11,1.0
6.895,482.56,1.0
6.9,481.78,1.0
6.905,483.16,1.0
6.91,482.16,1.0
6.915,481.73,1.0
6.92,484.03,1.0
6.925,482.72,1.0
6.93,482.67,1.0
6.935,481.91,1.0
6.94,482.12,1.0
6.945,480.6,1.0
6.95,483.27,1.0
6.955,480.7,1.0
6.96,480.85,1.0
6.965,480.64,1.0
6.97,481.38,1.0
6.975,480.01,1.0
6.98,481.84,1.0
6.985,481.59,1.0
6.99,479.75,1.0
6.995,482.63,1.0
7.0,482.38,1.0
7.005,480.97,1.0
7.01,482.04,1.0
7.015,481.34,1.0
7.02,485.58,1.0
7.025,483.82,1.0
7.03,485.33,1.0
7.035,483.04,1.0
7.04,483.1,1.0
7.045,482.13,1.0
7.05,482.54,1.0
7.055,478.34,1.0
7.06,482.12,1.0
7.065,481.44,1.0
7.07,480.91,1.0
7.075,482.03,1.0
7.08,483.1,1.0
7.085,482.86,1.0
7.09,484.31,1.0
7.095,485.22,1.0
7.1,484.67,1.0
7.105,482.79,1.0
7.11,482.38,1.0
7.115,481.86,1.0
7.12,481.18,1.0
7.125,480.62,1.0
7.13,481.29,1.0
7.135,480.87,1.0
7.14,482.17,1.0
7.145,481.47,1.0
7.15,483.16,1.0
7.155,482.11,1.0
7.16,482.16,1.0
7.165,482.48,1.0
7.17,482.38,1.0
7.175,481.66,1.0
7.18,480.89,1.0
7.185,482.09,1.0
7.19,480.0,1.0
7.195,480.24,1.0
7.2,481.65,1.0
7.205,481.58,1.0
7.21,480.88,1.0
7.215,482.82,1.0
7.22,484.1,1.0
7.225,483.34,1.0
7.23,483.92,1.0
7.235,484.48,1.0
7.24,484.52,1.0
7.245,484.73,1.0
7.25,481.88,1.0
7.255,482.41,1.0
7.26,479.72,1.0
7.265,483.14,1.0
7.27,481.33,1.0
7.275,481.92,1.0
7.28,480.37,1.0
7.285,479.6,1.0
7.29,482.47,1.0
7.295,481.36,1.0
7.3,482.26,1.0
7.305,482.52,1.0
7.31,480.64,1.0
7.315,480.25,1.0
7.32,481.07,1.0
7.325,478.91,1.0
7.33,480.18,1.0
7.335,479.21,1.0
7.34,480.69,1.0
7.345,479.47,1.0
7.35,479.91,1.0
7.355,481.77,1.0
7.36,479.97,1.0
7.365,480.5,1.0
7.37,481.68,1.0
7.375,479.81,1.0
7.38,482.65,1.0
7.385,481.84,1.0
7.39,481.69,1.0
7.395,480.38,1.0
7.4,482.22,1.0
7.405,482.75,1.0
7.41,483.27,1.0
7.415,484.29,1.0
7.42,483.96,1.0
7.425,486.53,1.0
7.43,486.3,1.0
7.435,484.61,1.0
7.44,487.83,1.0
7.445,487.78,1.0
7.45,488.42,1.0
7.455,487.79,1.0
7.46,487.27,1.0
7.465,487.79,1.0
7.47,486.56,1.0
7.475,487.34,1.0
7.48,485.16,1.0
7.485,486.82,1.0
7.49,485.04,1.0
7.495,485.57,1.0
7.5,486.42,1.0
7.505,485.86,1.0
7.51,486.7,1.0
7.515,487.92,1.0
7.52,486.55,1.0
7.525,485.8,1.0
7.53,484.47,1.0
7.535,484.84,1.0
7.54,484.64,1.0
7.545,482.62,1.0
7.55,482.82,1.0
7.555,484.58,1.0
7.56,482.76,1.0
7.565,483.05,1.0
7.57,482.94,1.0
7.575,481.36,1.0
7.58,480.71,1.0
7.585,481.7,1.0
7.59,480.98,1.0
7.595,482.19,1.0
7.6,480.86,1.0
7.605,482.71,1.0
7.61,481.74,1.0
7.615,482.62,1.0
7.62,481.21,1.0
7.625,480.92,1.0
7.63,482.96,1.0
7.635,482.7,1.0
7.64,483.42,1.0
7.645,484.94,1.0
7.65,484.42,1.0
7.655,482.05,1.0
7.66,482.95,1.0
7.665,483.51,1.0
7.67,483.05,1.0
7.675,482.32,1.0
7.68,481.59,1.0
7.685,479.39,1.0
7.69,480.57,1.0
7.695,483.68,1.0
7.7,484.09,1.0
7.705,484.15,1.0
7.71,483.37,1.0
7.715,484.91,1.0
7.72,484.99,1.0
7.725,485.06,1.0
7.73,487.31,1.0
7.735,489.12,1.0
7.74,488.36,1.0
7.745,489.27,1.0
7.75,490.47,1.0
7.755,492.0,1.0
7.76,494.54,1.0
7.765,495.61,1.0
7.77,503.97,1.0
7.775,507.65,1.0
7.78,513.54,1.0
7.785,517.38,1.0
7.79,436.8,1.0
7.795,532.66,1.0
7.8,571.99,1.0
7.805,539.31,1.0
7.81,508.52,1.0
7.815,462.87,1.0
7.82,505.33,1.0
7.825,489.4,1.0
7.83,504.3,1.0
7.835,491.25,1.0
7.84,505.29,1.0
7.845,428.3,1.0
7.85,489.95,1.0
7.855,515.6,1.0
7.86,688.13,1.0
7.865,615.91,1.0
7.87,518.07,1.0
7.875,528.03,1.0
7.88,0.0,1.0
7.885,0.0,1.0
7.89,0.0,1.0
7.895,0.0,1.0
7.9,0.0,1.0
7.905,0.0,1.0
7.91,0.0,1.0
7.915,0.0,1.0
7.92,0.0,1.0
7.925,0.0,1.0
7.93,0.0,1.0
7.935,0.0,1.0
7.94,0.0,1.0
7.945,0.0,1.0
7.95,0.0,1.0
7.955,0.0,1.0
7.96,0.0,1.0
7.965,0.0,1.0
7.97,0.0,1.0
7.975,0.0,1.0
7.98,0.0,1.0
7.985,0.0,1.0
7.99,0.0,1.0
7.995,0.0,1.0
8.0,0.0,1.0
8.005,0.0,1.0
8.01,0.0,1.0
8.015,0.0,1.0
8.02,0.0,1.0
8.025,0.0,1.0
8.03,0.0,1.0
8.035,0.0,1.0
8.04,0.0,1.0
8.045,0.0,1.0
8.05,0.0,1.0
8.055,0.0,1.0
8.06,0.0,1.0
8.065,0.0,1.0
8.07,0.0,1.0
8.075,0.0,1.0
8.08,0.0,1.0
8.085,0.0,1.0
8.09,0.0,1.0
8.095,0.0,1.0
8.1,0.0,1.0
8.105,0.0,1.0
8.11,0.0,1.0
8.115,0.0,1.0
8.12,0.0,1.0
8.125,0.0,1.0
8.13,0.0,1.0
8.135,0.0,1.0
8.14,0.0,1.0
8.145,0.0,1.0
8.15,0.0,1.0
8.155,0.0,1.0
8.16,0.0,1.0
8.165,0.0,1.0
8.17,0.0,1.0
8.175,0.0,1.0
8.18,0.0,1.0
8.185,0.0,1.0
8.19,221.27,1.0
8.195,192.28,1.0
8.2,251.97,1.0
8.205,207.57,1.0
8.21,256.16,1.0
8.215,237.1,1.0
8.22,242.05,1.0
8.225,214.24,1.0
8.23,224.46,1.0
8.235,221.08,1.0
8.24,232.33,1.0
8.245,229.04,1.0
8.25,261.65,1.0
8.255,231.79,1.0
8.26,232.45,1.0
8.265,235.53,1.0
8.27,235.43,1.0
8.275,237.69,1.0
8.28,240.41,1.0
8.285,241.64,1.0
8.29,241.18,1.0
8.295,243.27,1.0
8.3,244.68,1.0
8.305,246.33,1.0
8.31,246.57,1.0
8.315,246.57,1.0
8.32,248.27,1.0
8.325,249.24,1.0
8.33,250.82,1.0
8.335,251.19,1.0
8.34,252.7,1.0
8.345,253.01,1.0
8.35,255.42,1.0
8.355,256.79,1.0
8.36,257.8,1.0
8.365,258.09,1.0
8.37,258.15,1.0
8.375,258.39,1.0
8.38,258.33,1.0
8.385,258.41,1.0
8.39,258.85,1.0
8.395,259.6,1.0
8.4,259.93,1.0
8.405,260.01,1.0
8.41,259.52,1.0
8.415,259.32,1.0
8.42,258.59,1.0
8.425,257.46,1.0
8.43,256.22,1.0
8.435,255.64,1.0
8.44,255.22,1.0
8.445,254.94,1.0
8.45,255.3,1.0
8.455,255.4,1.0
8.46,254.7,1.0
8.465,253.91,1.0
8.47,254.79,1.0
8.475,254.39,1.0
8.48,254.4,1.0
8.485,254.86,1.0
8.49,255.34,1.0
8.495,255.86,1.0
8.5,256.28,1.0
8.505,255.51,1.0
8.51,256.1,1.0
8.515,256.25,1.0
8.52,256.52,1.0
8.525,257.18,1.0
8.53,257.24,1.0
8.535,257.21,1.0
8.54,257.18,1.0
8.545,257.74,1.0
8.55,257.75,1.0
8.555,257.43,1.0
8.56,256.71,1.0
8.565,256.35,1.0
8.57,255.54,1.0
8.575,256.27,1.0
8.58,255.65,1.0
8.585,255.13,1.0
8.59,254.29,1.0
8.595,254.49,1.0
8.6,253.14,1.0
8.605,252.6,1.0
8.61,252.25,1.0
8.615,251.71,1.0
8.62,251.33,1.0
8.625,250.58,1.0
8.63,250.95,1.0
8.635,251.29,1.0
8.64,250.95,1.0
8.645,251.59,1.0
8.65,251.74,1.0
8.655,251.18,1.0
8.66,252.16,1.0
8.665,251.7,1.0
8.67,252.11,1.0
8.675,251.9,1.0
8.68,252.32,1.0
8.685,253.55,1.0
8.69,254.19,1.0
8.695,254.5,1.0
8.7,257.78,1.0
8.705,259.8,1.0
8.71,263.15,1.0
8.715,263.99,1.0
8.72,259.89,1.0
8.725,258.58,1.0
8.73,261.27,1.0
8.735,262.65,1.0
8.74,263.18,1.0
8.745,262.27,1.0
8.75,263.2,1.0
8.755,261.84,1.0
8.76,260.48,1.0
8.765,254.21,1.0
8.77,255.7,1.0
8.775,257.73,1.0
8.78,255.72,1.0
8.785,252.78,1.0
8.79,256.56,1.0
8.795,256.12,1.0
8.8,257.47,1.0
8.805,256.69,1.0
8.81,258.6,1.0
8.815,259.27,1.0
8.82,259.28,1.0
8.825,262.23,1.0
8.83,261.17,1.0
8.835,259.92,1.0
8.84,256.91,1.0
8.845,256.66,1.0
8.85,258.55,1.0
8.855,253.31,1.0
8.86,251.92,1.0
8.865,255.62,1.0
8.87,258.4,1.0
8.875,256.43,1.0
8.88,257.36,1.0
8.885,255.88,1.0
8.89,212.11,1.0
8.895,244.86,1.0
8.9,243.03,1.0
8.905,243.2,1.0
8.91,217.56,1.0
8.915,238.62,1.0
8.92,267.88,1.0
8.925,264.57,1.0
8.93,267.12,1.0
8.935,266.51,1.0
8.94,267.57,1.0
8.945,266.78,1.0
8.95,266.92,1.0
8.955,265.46,1.0
8.96,265.07,1.0
8.965,262.94,1.0
8.97,262.33,1.0
8.975,261.11,1.0
8.98,260.78,1.0
8.985,259.58,1.0
8.99,259.39,1.0
8.995,259.93,1.0
9.0,259.36,1.0
9.005,259.37,1.0
9.01,260.07,1.0
9.015,259.93,1.0
9.02,259.75,1.0
9.025,260.22,1.0
9.03,259.44,1.0
9.035,260.25,1.0
9.04,259.83,1.0
9.045,260.27,1.0
9.05,259.75,1.0
9.055,259.91,1.0
9.06,258.29,1.0
9.065,259.46,1.0
9.07,258.67,1.0
9.075,258.78,1.0
9.08,259.1,1.0
9.085,258.32,1.0
9.09,258.18,1.0
9.095,258.17,1.0
9.1,257.59,1.0
9.105,257.21,1.0
9.11,257.16,1.0
9.115,256.99,1.0
9.12,255.64,1.0
9.125,255.19,1.0
9.13,255.46,1.0
9.135,255.62,1.0
9.14,254.72,1.0
9.145,254.52,1.0
9.15,255.53,1.0
9.155,256.2,1.0
9.16,255.61,1.0
9.165,255.79,1.0
9.17,255.8,1.0
9.175,254.84,1.0
9.18,253.16,1.0
9.185,255.08,1.0
9.19,247.61,1.0
9.195,252.03,1.0
9.2,252.28,1.0
9.205,252.32,1.0
9.21,254.14,1.0
9.215,246.95,1.0
9.22,235.88,1.0
9.225,263.88,1.0
9.23,257.36,1.0
9.235,256.38,1.0
9.24,259.81,1.0
9.245,285.05,1.0
9.25,258.43,1.0
9.255,269.51,1.0
9.26,263.75,1.0
9.265,262.33,1.0
9.27,262.36,1.0
9.275,263.76,1.0
9.28,262.59,1.0
9.285,265.13,1.0
9.29,264.26,1.0
9.295,262.02,1.0
9.3,263.07,1.0
9.305,262.37,1.0
9.31,263.77,1.0
9.315,261.66,1.0
9.32,262.57,1.0
9.325,263.49,1.0
9.33,262.33,1.0
9.335,264.95,1.0
9.34,261.33,1.0
9.345,263.45,1.0
9.35,261.76,1.0
9.355,257.91,1.0
9.36,250.19,1.0
9.365,252.22,1.0
9.37,250.42,1.0
9.375,246.51,1.0
9.38,244.84,1.0
9.385,255.42,1.0
9.39,258.12,1.0
9.395,260.87,1.0
9.4,260.06,1.0
9.405,261.94,1.0
9.41,262.66,1.0
9.415,260.8,1.0
9.42,261.56,1.0
9.425,261.79,1.0
9.43,261.51,1.0
9.435,262.64,1.0
9.44,262.3,1.0
9.445,261.82,1.0
9.45,261.71,1.0
9.455,262.38,1.0
9.46,261.76,1.0
9.465,259.76,1.0
9.47,260.88,1.0
9.475,260.67,1.0
9.48,257.74,1.0
9.485,263.14,1.0
9.49,259.48,1.0
9.495,258.29,1.0
9.5,258.46,1.0
9.505,260.04,1.0
9.51,259.38,1.0
9.515,257.93,1.0
9.52,258.92,1.0
9.525,258.86,1.0
9.53,257.49,1.0
9.535,257.58,1.0
9.54,258.85,1.0
9.545,258.2,1.0
9.55,258.83,1.0
9.555,258.58,1.0
9.56,259.4,1.0
9.565,258.43,1.0
9.57,259.58,1.0
9.575,259.8,1.0
9.58,260.68,1.0
9.585,260.35,1.0
9.59,259.87,1.0
9.595,260.68,1.0
9.6,260.02,1.0
9.605,260.42,1.0
9.61,260.73,1.0
9.615,260.02,1.0
9.62,261.02,1.0
9.625,259.84,1.0
9.63,258.85,1.0
9.635,257.13,1.0
9.64,256.67,1.0
9.645,251.12,1.0
9.65,250.17,1.0
9.655,251.28,1.0
9.66,254.0,1.0
9.665,245.9,1.0
9.67,246.54,1.0
9.675,251.18,1.0
9.68,247.11,1.0
9.685,267.06,1.0
9.69,258.47,1.0
9.695,294.27,1.0
9.7,283.73,1.0
9.705,286.26,1.0
9.71,288.68,1.0
9.715,286.8,1.0
9.72,288.42,1.0
9.725,287.98,1.0
9.73,288.97,1.0
9.735,287.68,1.0
9.74,289.4,1.0
9.745,290.04,1.0
9.75,290.29,1.0
9.755,289.73,1.0
9.76,290.4,1.0
9.765,289.38,1.0
9.77,286.05,1.0
9.775,288.59,1.0
9.78,286.84,1.0
9.785,284.8,1.0
9.79,285.38,1.0
9.795,283.26,1.0
9.8,285.16,1.0
9.805,283.82,1.0
9.81,286.7,1.0
9.815,286.16,1.0
9.82,286.34,1.0
9.825,288.32,1.0
9.83,288.65,1.0
9.835,289.15,1.0
9.84,286.14,1.0
9.845,278.99,1.0
9.85,282.24,1.0
9.855,280.12,1.0
9.86,282.56,1.0
9.865,289.14,1.0
9.87,311.19,1.0
9.875,310.34,1.0
9.88,314.68,1.0
9.885,314.68,1.0
9.89,321.05,1.0
9.895,315.37,1.0
9.9,318.9,1.0
9.905,318.96,1.0
9.91,320.38,1.0
9.915,316.96,1.0
9.92,329.65,1.0
9.925,321.75,1.0
9.93,319.39,1.0
9.935,324.65,1.0
9.94,321.36,1.0
9.945,326.37,1.0
9.95,321.85,1.0
9.955,324.57,1.0
9.96,323.86,1.0
9.965,323.9,1.0
9.97,325.08,1.0
9.975,325.07,1.0
9.98,328.36,1.0
9.985,323.59,1.0
9.99,322.11,1.0
9.995,323.53,1.0
10.0,324.23,1.0
10.005,327.7,1.0
10.01,325.56,1.0
10.015,323.66,1.0
10.02,324.63,1.0
10.025,324.88,1.0
10.03,324.3,1.0
10.035,322.74,1.0
10.04,324.21,1.0
10.045,324.8,1.0
10.05,323.91,1.0
10.055,324.67,1.0
10.06,322.37,1.0
10.065,321.11,1.0
10.07,322.69,1.0
10.075,323.07,1.0
10.08,324.69,1.0
10.085,317.78,1.0
10.09,323.61,1.0
10.095,327.51,1.0
10.1,327.98,1.0
10.105,328.1,1.0
10.11,328.06,1.0
10.115,330.7,1.0
10.12,331.82,1.0
10.125,332.38,1.0
10.13,336.17,1.0
10.135,337.67,1.0
10.14,333.75,1.0
10.145,278.72,1.0
10.15,324.67,1.0
10.155,348.68,1.0
10.16,340.18,1.0
10.165,343.15,1.0
10.17,439.99,1.0
10.175,345.57,1.0
10.18,402.87,1.0
10.185,390.07,1.0
10.19,384.47,1.0
10.195,384.16,1.0
10.2,390.87,1.0
10.205,392.92,1.0
10.21,394.99,1.0
10.215,400.53,1.0
10.22,401.24,1.0
10.225,409.98,1.0
10.23,412.89,1.0
10.235,414.23,1.0
10.24,413.19,1.0
10.245,413.29,1.0
10.25,414.4,1.0
10.255,414.4,1.0
10.26,413.86,1.0
10.265,414.6,1.0
10.27,415.71,1.0
10.275,414.4,1.0
10.28,412.85,1.0
10.285,413.22,1.0
10.29,413.38,1.0
10.295,414.07,1.0
10.3,416.24,1.0
10.305,416.99,1.0
10.31,416.39,1.0
10.315,414.37,1.0
10.32,415.74,1.0
10.325,414.5,1.0
10.33,414.12,1.0
10.335,416.7,1.0
10.34,414.49,1.0
10.345,417.13,1.0
10.35,416.61,1.0
10.355,415.69,1.0
10.36,418.46,1.0
10.365,418.67,1.0
10.37,418.61,1.0
10.375,418.11,1.0
10.38,420.14,1.0
10.385,419.59,1.0
10.39,421.4,1.0
10.395,420.59,1.0
10.4,422.05,1.0
10.405,423.24,1.0
10.41,423.63,1.0
10.415,425.35,1.0
10.42,425.68,1.0
10.425,426.18,1.0
10.43,426.44,1.0
10.435,429.57,1.0
10.44,428.36,1.0
10.445,430.19,1.0
10.45,431.83,1.0
10.455,433.15,1.0
10.46,436.81,1.0
10.465,437.57,1.0
10.47,438.45,1.0
10.475,439.3,1.0
10.48,440.04,1.0
10.485,439.05,1.0
10.49,438.55,1.0
10.495,439.05,1.0
10.5,438.74,1.0
10.505,437.38,1.0
10.51,437.63,1.0
10.515,437.81,1.0
10.52,437.5,1.0
10.525,435.84,1.0
10.53,437.62,1.0
10.535,434.61,1.0
10.54,436.45,1.0
10.545,435.06,1.0
10.55,436.2,1.0
10.555,437.58,1.0
10.56,437.74,1.0
10.565,436.46,1.0
10.57,436.26,1.0
10.575,435.73,1.0
10.58,436.52,1.0
10.585,437.34,1.0
10.59,437.18,1.0
10.595,436.09,1.0
10.6,435.95,1.0
10.605,434.7,1.0
10.61,435.76,1.0
10.615,433.08,1.0
10.62,432.89,1.0
10.625,434.96,1.0
10.63,434.43,1.0
10.635,432.16,1.0
10.64,432.06,1.0
10.645,434.35,1.0
10.65,434.5,1.0
10.655,434.63,1.0
10.66,433.96,1.0
10.665,434.78,1.0
10.67,432.4,1.0
10.675,432.93,1.0
10.68,432.92,1.0
10.685,433.8,1.0
10.69,433.78,1.0
10.695,434.69,1.0
10.7,434.36,1.0
10.705,435.24,1.0
10.71,435.02,1.0
10.715,436.1,1.0
10.72,437.82,1.0
10.725,436.81,1.0
10.73,438.54,1.0
10.735,439.08,1.0
10.74,437.93,1.0
10.745,436.07,1.0
10.75,436.62,1.0
10.755,436.75,1.0
10.76,435.57,1.0
10.765,434.83,1.0
10.77,433.35,1.0
10.775,432.68,1.0
10.78,432.56,1.0
10.785,431.01,1.0
10.79,431.5,1.0
10.795,431.52,1.0
10.8,433.17,1.0
10.805,433.18,1.0
10.81,433.25,1.0
10.815,434.08,1.0
10.82,435.06,1.0
10.825,433.56,1.0
10.83,433.79,1.0
10.835,435.07,1.0
10.84,435.42,1.0
10.845,435.84,1.0
10.85,435.39,1.0
10.855,436.01,1.0
10.86,436.27,1.0
10.865,436.05,1.0
10.87,437.99,1.0
10.875,438.02,1.0
10.88,436.7,1.0
10.885,437.43,1.0
10.89,435.56,1.0
10.895,435.28,1.0
10.9,436.84,1.0
10.905,436.91,1.0
10.91,436.43,1.0
10.915,436.91,1.0
10.92,436.79,1.0
10.925,436.9,1.0
10.93,436.91,1.0
10.935,436.63,1.0
10.94,437.08,1.0
10.945,437.79,1.0
10.95,436.41,1.0
10.955,437.82,1.0
10.96,436.78,1.0
10.965,436.77,1.0
10.97,438.19,1.0
10.975,437.9,1.0
10.98,436.24,1.0
10.985,435.44,1.0
10.99,435.48,1.0
10.995,434.67,1.0
11.0,435.24,1.0
11.005,435.06,1.0
11.01,434.15,1.0
11.015,432.72,1.0
11.02,433.42,1.0
11.025,432.25,1.0
11.03,433.49,1.0
11.035,432.86,1.0
11.04,432.89,1.0
11.045,434.86,1.0
11.05,434.24,1.0
11.055,433.25,1.0
11.06,434.3,1.0
11.065,434.45,1.0
11.07,435.81,1.0
11.075,435.21,1.0
11.08,435.46,1.0
11.085,435.64,1.0
11.09,435.2,1.0
11.095,435.8,1.0
11.1,435.34,1.0
11.105,436.02,1.0
11.11,436.42,1.0
11.115,437.99,1.0
11.12,439.02,1.0
11.125,439.63,1.0
11.13,436.56,1.0
11.135,439.89,1.0
11.14,436.71,1.0
11.145,435.93,1.0
11.15,436.69,1.0
11.155,436.78,1.0
11.16,435.09,1.0
11.165,435.62,1.0
11.17,435.3,1.0
11.175,434.2,1.0
11.18,436.25,1.0
11.185,434.67,1.0
11.19,434.13,1.0
11.195,434.64,1.0
11.2,432.62,1.0
11.205,432.57,1.0
11.21,432.01,1.0
11.215,432.11,1.0
11.22,430.41,1.0
11.225,430.85,1.0
11.23,434.68,1.0
11.235,431.81,1.0
11.24,436.22,1.0
11.245,432.85,1.0
11.25,433.25,1.0
11.255,436.44,1.0
11.26,434.51,1.0
11.265,432.44,1.0
11.27,432.79,1.0
11.275,433.34,1.0
11.28,432.46,1.0
11.285,433.77,1.0
11.29,437.55,1.0
11.295,436.21,1.0
11.3,437.13,1.0
11.305,441.02,1.0
11.31,439.69,1.0
11.315,439.24,1.0
11.32,441.51,1.0
11.325,440.28,1.0
11.33,440.31,1.0
11.335,442.63,1.0
11.34,442.6,1.0
11.345,440.68,1.0
11.35,441.2,1.0
11.355,441.77,1.0
11.36,441.02,1.0
11.365,439.57,1.0
11.37,439.33,1.0
11.375,438.51,1.0
11.38,438.31,1.0
11.385,437.62,1.0
11.39,436.52,1.0
11.395,435.81,1.0
11.4,435.52,1.0
11.405,434.33,1.0
11.41,433.2,1.0
11.415,433.5,1.0
11.42,431.03,1.0
11.425,430.09,1.0
11.43,429.98,1.0
11.435,430.36,1.0
11.44,432.1,1.0
11.445,434.74,1.0
11.45,435.29,1.0
11.455,435.47,1.0
11.46,434.64,1.0
11.465,438.47,1.0
11.47,434.87,1.0
11.475,437.75,1.0
11.48,438.43,1.0
11.485,438.33,1.0
11.49,440.24,1.0
11.495,439.85,1.0
11.5,435.99,1.0
11.505,438.75,1.0
11.51,437.62,1.0
11.515,437.7,1.0
11.52,437.41,1.0
11.525,437.08,1.0
11.53,437.15,1.0
11.535,437.04,1.0
11.54,438.0,1.0
11.545,438.81,1.0
11.55,435.52,1.0
11.555,435.73,1.0
11.56,434.58,1.0
11.565,434.17,1.0
11.57,433.3,1.0
11.575,434.5,1.0
11.58,432.26,1.0
11.585,436.04,1.0
11.59,435.29,1.0
11.595,435.88,1.0
11.6,434.34,1.0
11.605,436.03,1.0
11.61,434.11,1.0
11.615,434.68,1.0
11.62,433.69,1.0
11.625,435.92,1.0
11.63,435.97,1.0
11.635,433.73,1.0
11.64,434.09,1.0
11.645,433.85,1.0
